ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	analyzer	failure_reason
1419876648.250785	CXzYmJ3a8SDwdkI9Eg	5.39.218.219	33826	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876648.737354	CJ1RMV3pkcM8QkkRS1	5.39.218.219	33838	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876649.282371	CZ7i03FYUm3X1YkJ	5.39.218.219	33850	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876649.838578	CrBT8A22WHM8kBDFe	5.39.218.219	33864	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876650.452670	CUoVnt3yUja9ht5bLf	5.39.218.219	33878	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876651.009518	CgxMwW2tCVeIW1sDx8	5.39.218.219	33895	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876651.687986	CUxqD82J48Mfl7QGTa	5.39.218.219	33907	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876652.238213	CIkqaACGLIJjc51T1	5.39.218.219	33920	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876652.839723	CUVG133rSKJ42Y9Eg	5.39.218.219	33932	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876653.454217	CCHznJ3eWY0yiaJ0Ua	5.39.218.219	33948	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876654.126046	CnLDZV1kPp3Cbe1Yx8	5.39.218.219	33964	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876654.683057	CnYKzW2FGLqB7aXOFe	5.39.218.219	33981	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876655.239778	ClIKqt39tObda0DEOh	5.39.218.219	33990	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876655.777986	Cz2McY3hTPi6lmoX6i	5.39.218.219	34004	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876656.334058	CfjZpC3eZowD3fnHA	5.39.218.219	34018	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876656.891701	C7xi6kGjoK6Yl6Pm2	5.39.218.219	34032	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876657.377389	CzKEueTM1KSxkoNXf	5.39.218.219	34047	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876657.928038	CoRShc39zukYn1NG7e	5.39.218.219	34059	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876658.484664	CefZai3ypYMO7dVbF9	5.39.218.219	34075	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876659.111818	CadFNT1yJUZbeWjTq9	5.39.218.219	34086	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876659.593332	CEhIif2jk88sJi5Wm2	5.39.218.219	34104	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876660.071827	CyQPweF1rxzMX2PA	5.39.218.219	34114	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876660.734546	CKHl8kcgnHvepn07i	5.39.218.219	34128	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876661.116221	CaBdqC3CPOnyiPdIOh	5.39.218.219	34146	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876661.672374	C4lRcY3Xs5zVMT9ar9	5.39.218.219	34158	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876662.308193	C9bZmf2fmbE9YjrtF9	5.39.218.219	34171	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876662.901109	C33ORT1mhCfpX3XT7e	5.39.218.219	34190	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876663.446454	CVAndi38Gm7gGw91Yf	5.39.218.219	34202	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876663.997555	Cp58kc3JfkitFepWF1	5.39.218.219	34218	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876664.482374	ClLSu57Yet1Y8kEh1	5.39.218.219	34232	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876665.026611	CJi38tSl0n0nO8bNi	5.39.218.219	34246	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876665.525557	CZmDyL3GFXgw9Men8h	5.39.218.219	34260	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876666.144214	CGe4a62N5LJV6xjtla	5.39.218.219	34274	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876666.683363	C639Y22GtIO25huzOe	5.39.218.219	34293	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876667.298172	CefLar3IuWfUBwrQgf	5.39.218.219	34306	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876667.841699	C268g33HO9mo9xou8h	5.39.218.219	34323	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876668.333810	Ckje4P3N9xrW7NGhNi	5.39.218.219	34341	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876668.872049	CQsIAL3Chr8gpePHh1	5.39.218.219	34355	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876669.487582	CQA68tSb2779ydZF1	5.39.218.219	34370	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876669.966669	COY3v55R5SKv7n8hf	5.39.218.219	34386	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876670.523918	Cxbnk33rKECWpIOQOe	5.39.218.219	34399	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876671.010288	Cps9fr380LAvztgHla	5.39.218.219	34416	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876671.490024	C14r032km7KHLpQSK8	5.39.218.219	34427	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876671.984170	Cdjuc62MH0gCdlM93	5.39.218.219	34442	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876672.603434	C5GHZqmy4Rj9khbz2	5.39.218.219	34455	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876673.090331	C36eacrnRGuIuOZkh	5.39.218.219	34472	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876673.648911	CtlbN44VOvc18rodfi	5.39.218.219	34485	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876674.218450	CR8MlA3Mx8qOrOJQca	5.39.218.219	34500	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876674.817754	Ci7uVM1eehVkGMZCe9	5.39.218.219	34520	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876675.432274	CKYCEh2PP4p6C1hmrg	5.39.218.219	34538	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876675.935684	CQrYF53BKjk9ReEjZd	5.39.218.219	34556	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876676.546364	CAqZdk3SYQQntLCnfi	5.39.218.219	34571	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876677.077477	CSpgnA3mk8CVO2r9lh	5.39.218.219	34588	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876677.621234	CUBOO44Dtw1Bw2mcz2	5.39.218.219	34603	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876678.228967	C8LRacLnzRiDhaa3	5.39.218.219	34618	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876678.791414	Cwgt0r0bStAssGDZd	5.39.218.219	34636	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876679.342846	CTTzhk3Gi12BE5IFrg	5.39.218.219	34653	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876679.906079	CP2IJ53t26WjcncOe9	5.39.218.219	34668	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876680.385817	Cn6rHh2dmw4cGfg1da	5.39.218.219	34684	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876680.923889	CxiqYM1UMCtU6Kcme9	5.39.218.219	34696	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876681.409349	CjUpKh2wm3l0miafda	5.39.218.219	34711	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876681.960353	Cb1tSM1Z3NrQbyt5Zd	5.39.218.219	34725	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876682.504096	CZEcjk3xzcVD9RoNrg	5.39.218.219	34739	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876683.067554	CDIoC53GplC3N6spz2	5.39.218.219	34755	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876683.630857	CUR05cUu4cx4EEI2	5.39.218.219	34769	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876684.110793	C4qh3rXqUwSFzbufi	5.39.218.219	34784	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876684.674450	CydZfA3x58eLc9oBkh	5.39.218.219	34797	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876685.160340	CmscQ44YkM9ALXUTrg	5.39.218.219	34814	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876685.710929	Cc9tE53iZfBnLqGcZd	5.39.218.219	34826	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876686.204068	Cca9lk3X6AVDYt0ida	5.39.218.219	34844	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876686.758645	CWTESM1XEd9uYHEpe9	5.39.218.219	34855	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876687.304431	CENsKh2Y0fgFoIGSkh	5.39.218.219	34869	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876687.879682	Cf0AU44KHE8o9iaMfi	5.39.218.219	34882	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876688.443480	CPHekA3PMYevojXV2	5.39.218.219	34896	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876689.006911	CT9I5rH04pYFVlDz2	5.39.218.219	34909	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876689.507914	C3ui7crj2w5pWlUla	5.39.218.219	34925	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876690.062908	CjjAU22bxTnBm8krK8	5.39.218.219	34939	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876690.562412	CLAif62ygViBIzWehf	5.39.218.219	34953	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876691.099667	CdR5d33sTIzxnqMiOe	5.39.218.219	34965	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876691.586381	Claxgr3P9wxTSZOfh1	5.39.218.219	34980	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876692.123758	Cix5btnr85wYW6dG1	5.39.218.219	34994	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876692.674106	CsP6p5ApWBVSgcW7h	5.39.218.219	35010	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876693.288945	CqWQ5P3YZ44GcaopNi	5.39.218.219	35025	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876693.845337	C80ptL3tQZqjUQlsOe	5.39.218.219	35041	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876694.344353	C02air3nfuNXcMcphf	5.39.218.219	35057	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876694.824240	CwNAe33iYkZWlcLrK8	5.39.218.219	35067	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876695.381301	CYz4g626KWUmDMoVla	5.39.218.219	35081	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876695.938316	C6jdV22Je9HvF6MINi	5.39.218.219	35093	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876696.494944	Clc8xL3DR2xmDmgg8h	5.39.218.219	35107	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876697.055825	C15s9P3KMwNyMvGnG1	5.39.218.219	35119	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876697.614827	Ctp3s5eG7ISfIZqh1	5.39.218.219	35135	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876698.235747	CDZSdtr593eD6R78e	5.39.218.219	35153	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876698.863591	Czjq7i37xGoSAT9zXf	5.39.218.219	35169	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876699.477417	ClT6nc3M3F70iFQhr9	5.39.218.219	35186	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876699.974228	CXQFff2sPudqHpeVE9	5.39.218.219	35200	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876700.533552	C9OqTT1DXgDKFLRy6i	5.39.218.219	35211	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876701.129812	CIK1tC3H52E2zTjVOh	5.39.218.219	35226	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876701.685358	CQr07Y3YbVtj7p2om2	5.39.218.219	35240	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876702.223168	C0HdyeshuK4ZLBVA	5.39.218.219	35252	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876702.837241	Cqv41kvp7k12pX4F9	5.39.218.219	35269	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876703.452004	CMWOUT1JiCdFnSXqr9	5.39.218.219	35284	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876704.002844	C0Zchf24vzm1Qf3AXf	5.39.218.219	35304	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876704.544716	CiGInc32GxaMUG388e	5.39.218.219	35317	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876705.090276	CS1a8i3Pp9NY469gB	5.39.218.219	35332	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876705.571142	C56L4kJenIgEzYHm2	5.39.218.219	35348	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876706.127315	Clp3CesZNcRGBH6Ph	5.39.218.219	35362	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876706.705896	CzqQ9Y3wJ0yXvkzJ6i	5.39.218.219	35375	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876707.314093	C3NZvC3UKvsWhSjUKf	5.39.218.219	35391	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876707.856643	CVfzCW2cArXbXC22Ge	5.39.218.219	35409	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876708.399486	CDXTkt31T2v9gSGsTa	5.39.218.219	35424	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876708.943221	Cjt11W1ll2euoGA4y8	5.39.218.219	35438	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876709.500520	CxtQz822NLsaUqRnEg	5.39.218.219	35455	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876709.985079	CsZDHV3ogxKSpxNLVi	5.39.218.219	35473	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876710.542489	C4EyqJ3tBxCNxuJBJ	5.39.218.219	35490	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876711.023322	C0S63AxBWDi3WSsS1	5.39.218.219	35502	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876711.579914	C0zj33AE4bLxhdcy8	5.39.218.219	35517	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876712.143386	CofTB82eZ0JuaHHzTa	5.39.218.219	35532	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876712.629634	CAed3W1Brk9cFzG5Ge	5.39.218.219	35547	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876713.199425	CUEZkt31nv5m23hXKf	5.39.218.219	35559	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876713.679411	CySMCW2kAhvYjVlKS1	5.39.218.219	35575	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876714.311746	C70s73ICgXwfkBSJ	5.39.218.219	35589	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876714.786291	CNqo7ARpSbV7RBZVi	5.39.218.219	35606	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876715.275926	CRgOsJ3HWFxBkBZAEg	5.39.218.219	35617	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876715.830773	CRF1KV3bqiEEfXwMR4	5.39.218.219	35633	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876716.316435	CJDkmSVTdot5ZnYe3	5.39.218.219	35646	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876716.806653	CtMApVc2bufmz6dLk	5.39.218.219	35660	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876717.322598	C5E0Jd4EMHMHY1LAjk	5.39.218.219	35673	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876717.776288	CH0b4C4FBxhYKm6jL6	5.39.218.219	35686	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876718.337157	C0P5ID1phZc8CxiAb7	5.39.218.219	35697	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876718.818338	CQmRdg1c4pJfPOR3Eb	5.39.218.219	35710	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876719.305439	CouUAE22tg3XDbSbid	5.39.218.219	35723	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876719.785059	CItZGA2XMKPkRz1Qjk	5.39.218.219	35734	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876720.405017	CKSJ6C4p9fzWelGrLk	5.39.218.219	35745	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876721.013522	CurHLd4qnbtimk3ff3	5.39.218.219	35761	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876721.493761	C2DytVQ26BcfwA2S4	5.39.218.219	35781	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876722.050557	CItrqSXAnykeLDgid	5.39.218.219	35795	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876722.664944	CN1kHA2Bj2hnafX7Eb	5.39.218.219	35811	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876723.148028	C56nBE20gRo4IV8Gb7	5.39.218.219	35827	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876723.759776	CbDwfg10KKljkBloL6	5.39.218.219	35839	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876724.251892	C1dUJD1wjYAFu7xeK3	5.39.218.219	35853	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876724.814560	C3vcc71EvCHS8wnMH4	5.39.218.219	35868	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876725.295576	CltN2CXX7Qdwbu3tj	5.39.218.219	35882	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876725.839559	Cxb5Pu4hAq4lL5e5Xl	5.39.218.219	35893	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876726.319655	Cxi0qg40Nk0HjRys38	5.39.218.219	35905	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876726.933886	CG9ZBm1GmYkwTCF5y5	5.39.218.219	35919	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876727.420221	CEXZRB1hIzczbK1CLc	5.39.218.219	35935	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876727.987226	CsL4Lp2NqKucxM2oPb	5.39.218.219	35947	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876728.520806	CKVO3U2A3KZfb3KhXl	5.39.218.219	35959	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876729.065101	Cgg5tg46qRvcWmjftj	5.39.218.219	35971	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876729.621979	CC4iSu49ee0bBf95I4	5.39.218.219	35982	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876730.108442	CGG66C73PtGF4HwK3	5.39.218.219	35996	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876730.735912	COHEf71WEydvxKnqPb	5.39.218.219	36006	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876731.299795	CLPJ4U2QViGBWyGDLc	5.39.218.219	36023	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876731.910704	C5J7Mp2xseMPOlAey5	5.39.218.219	36036	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876732.393531	CxndTB1xUk2pIqSA38	5.39.218.219	36050	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876733.028937	CfHlDm1esj1N2fZ6gl	5.39.218.219	36065	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876733.642958	CLF4p74ackpIqoTU9k	5.39.218.219	36080	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876734.178993	C7kGPD4vfwguoE35o5	5.39.218.219	36094	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876734.722626	CF9scLZmkoH7C4243	5.39.218.219	36108	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876735.279696	CtiJ2YGCImVJvm59b	5.39.218.219	36122	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876735.766939	CEeaUK2OSmQSq9uOrd	5.39.218.219	36134	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876736.323276	CMXxUy2FKaop4lU3f6	5.39.218.219	36146	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876736.873059	CEzVSK1JQqryhy9Bm7	5.39.218.219	36165	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876737.495738	CQ0oBd1kxxPXnM5e43	5.39.218.219	36180	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876737.975802	CuZY5YauuL1WAGho5	5.39.218.219	36201	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876738.513105	CgRyfLLT7nkb4tdak	5.39.218.219	36212	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876739.068443	CwNeTD4pgHSkNGfqgl	5.39.218.219	36228	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876739.625276	COdvs74GYgHzRRICm7	5.39.218.219	36243	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876740.309930	C7ZoCd1ov4Q1bO46f6	5.39.218.219	36258	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876740.860931	CbsNVy2pkSPUavQd9b	5.39.218.219	36274	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876741.341104	CrFhVK25DoDLwQFkDj	5.39.218.219	36288	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876741.966709	CRZXTs41vraUw1asrl	5.39.218.219	36299	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876742.563021	C9wVRm40SEuyv44UV3	5.39.218.219	36317	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876743.049435	CRg4r41eFAVF2ZySa4	5.39.218.219	36329	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876743.536096	CLmhmJd9ydzLecgBc	5.39.218.219	36343	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876744.150239	C60wFr2pjyIU9TPXkc	5.39.218.219	36354	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876744.694500	CCLXAN2ihccMBRnQR7	5.39.218.219	36369	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876745.180729	Cso4op1q5Yq0I03456	5.39.218.219	36380	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876745.737367	CcXazu1Pu9snWgZ6b4	5.39.218.219	36394	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876746.294662	CkXWoJZTzmxG869W3	5.39.218.219	36407	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876746.838044	C0SAt41IYBzPmnGHrl	5.39.218.219	36419	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876747.324478	CsyVVm4qlKdDmYSADj	5.39.218.219	36432	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876747.882430	CO6QXs4nwA76Oql856	5.39.218.219	36442	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876748.374202	Ch5Gzu15ttmterhVR7	5.39.218.219	36455	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876748.854317	CRoqop1Y0WCR4my3lc	5.39.218.219	36468	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876749.347545	CHBRCN2SDprMVQAmBc	5.39.218.219	36480	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876749.840419	CzMhHr2BEOCXYnNwkc	5.39.218.219	36493	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876750.320482	CbvwEN2TzxL7FAruBc	5.39.218.219	36504	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876750.873379	ChDhAr2kNbp6JRxF46	5.39.218.219	36520	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876751.395245	CNbdCu1URgv7Yz57S7	5.39.218.219	36535	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876751.946069	CBsiip1xoyM8o4FQrl	5.39.218.219	36547	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876752.560452	CihTOm4TxpUJCZX3Dj	5.39.218.219	36562	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876753.041283	CWUJZs4sVEBX5oBjb4	5.39.218.219	36579	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876753.596883	CWCIiJKWKwj4AOFV3	5.39.218.219	36588	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876754.078598	CUCiw41BCyREEoKjS7	5.39.218.219	36602	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876754.646741	CuPplp1VEuNHpUvR46	5.39.218.219	36611	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876755.196586	C2usFu1mchQFgaGNBc	5.39.218.219	36629	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876755.683304	C2wHDr2eqozejbqPkc	5.39.218.219	36639	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876756.240244	Cmn5IN29miLVjV0IV3	5.39.218.219	36651	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876756.803844	CN8bx41lsISj6A7lb4	5.39.218.219	36665	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876757.348633	CrcJjJycfwJU6qcDj	5.39.218.219	36680	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876757.904021	CrGQ0t4WcJgx92wYrl	5.39.218.219	36696	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876758.390290	Cta9Qm4g6DBceih5sd	5.39.218.219	36709	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876758.870263	Cv2LOy2QyYnIqaWG8b	5.39.218.219	36719	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876759.427205	CzlbXK2RVUiaalkPm7	5.39.218.219	36724	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876759.913605	CJMawd1LGS8r8EMCe6	5.39.218.219	36736	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876760.400435	CFjvWK1SDvXLFHIG9k	5.39.218.219	36743	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876760.956973	CuyTUD4Y8wGrw47ygl	5.39.218.219	36749	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876761.443230	CwWul74nGJ23szhL33	5.39.218.219	36762	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876762.000244	C0ew8YbWaFnf8uto5	5.39.218.219	36770	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876762.560901	Cw3r9LSNY35TPRRe6	5.39.218.219	36780	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876763.030141	CAj2ZK1O1rYRUKI3n7	5.39.218.219	36791	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876763.527199	C0IPyd1PwPZUGa6X8b	5.39.218.219	36803	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876763.996912	CK331L2l5JN7dwPksd	5.39.218.219	36812	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876764.543209	C6KLSy2mpXNJrPqyo5	5.39.218.219	36821	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876765.084806	CHsN9LY8rW8p7yP33	5.39.218.219	36833	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876765.584374	CNG09Yx5dRZ6zsEgl	5.39.218.219	36845	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876766.153664	Cdkgn747CWIIJ2tM9k	5.39.218.219	36855	192.168.0.5	8013	tcp	HTTP	not a http reply line
