ip	host
96.250.100.199	static-96-250-100-199.nycmny.fios.verizon.net.
96.3.131.196	host-196-131-3-96.midco.net.
96.32.194.26	96-32-194-26.dhcp.slid.la.charter.com.
96.33.135.145	96-33-135-145.dhcp.slid.la.charter.com.
96.35.198.110	96-35-198-110.static.stls.mo.charter.com.
96.36.124.170	96-36-124-170.static.hckr.nc.charter.com.
96.38.43.237	96-38-43-237.static.kgpt.tn.charter.com.
96.39.135.246	96-39-135-246.dhcp.eucl.wi.charter.com.
96.4.164.87	static-87-164-4-96.shelby.tn.ena.net.
96.43.97.252	NA
96.44.146.166	nuke-96-166.dogzgaming.com.
96.45.175.146	146.175.45.96-dedicated.multacom.com.
96.46.0.71	96-46-0-71.lucn.us.
96.47.90.156	NA
96.48.240.106	S010678cd8ee23d50.vs.shawcable.net.
96.49.196.37	S0106c8fb26572112.vc.shawcable.net.
96.50.49.245	S010678cd8ee1b688.gv.shawcable.net.
96.51.128.46	NA
96.54.169.236	NA
96.56.245.43	ool-6038f52b.static.optonline.net.
96.57.109.142	ool-60396d8e.static.optonline.net.
96.58.129.54	96-58-129-54.res.bhn.net.
96.8.113.218	96-8-113-218-host.colocrossing.com.
96.90.96.65	96-90-96-65-static.hfc.comcastbusiness.net.
97.100.52.107	97-100-52-107.res.bhn.net.
97.102.23.236	97-102-23-236.res.bhn.net.
97.104.62.172	97-104-62-172.res.bhn.net.
97.121.200.90	97-121-200-90.blng.qwest.net.
97.123.23.37	97-123-23-37.albq.qwest.net.
97.127.190.97	97-127-190-97.cdrr.qwest.net.
97.64.97.123	NA
97.65.187.197	NA
97.66.127.54	NA
97.67.199.225	NA
97.68.193.52	97-68-193-52.biz.bhn.net.
97.72.90.178	host977217890.direcpc.com.
97.73.84.13	host9773001384.direcway.com.
97.74.118.219	ip-97-74-118-219.ip.secureserver.net.
97.76.153.196	rrcs-97-76-153-196.se.biz.rr.com.
97.77.34.46	rrcs-97-77-34-46.sw.biz.rr.com.
97.78.241.227	rrcs-97-78-241-227.west.biz.rr.com.
97.79.129.82	rrcs-97-79-129-82.sw.biz.rr.com.
97.80.46.182	97-80-46-182.static.slid.la.charter.com.
97.89.87.142	97-89-87-142.static.jcsn.tn.charter.com.
98.101.247.18	rrcs-98-101-247-18.midsouth.biz.rr.com.
98.102.77.67	rrcs-98-102-77-67.central.biz.rr.com.
98.103.102.98	rrcs-98-103-102-98.central.biz.rr.com.
98.109.143.149	pool-98-109-143-149.nwrknj.fios.verizon.net.
98.112.127.160	pool-98-112-127-160.lsanca.fios.verizon.net.
98.113.249.123	static-98-113-249-123.nycmny.fios.verizon.net.
98.114.132.72	static-98-114-132-72.phlapa.fios.verizon.net.
98.115.5.102	pool-98-115-5-102.phlapa.fios.verizon.net.
98.118.193.76	static-98-118-193-76.nycmny.east.verizon.net.
98.119.114.75	pool-98-119-114-75.lsanca.fios.verizon.net.
98.126.0.244	98.126.0.244.static.krypt.com.
98.14.127.142	cpe-98-14-127-142.nyc.res.rr.com.
98.143.144.243	98.143.144.243.static.quadranet.com.
98.145.150.24	cpe-98-145-150-24.natnow.res.rr.com.
98.148.198.121	cpe-98-148-198-121.socal.res.rr.com.
98.150.230.12	cpe-98-150-230-12.hawaii.res.rr.com.
98.155.115.158	cpe-98-155-115-158.hawaii.res.rr.com.
98.158.116.151	151.116.158.98.client.static.strong-in56.as13926.net.
98.163.24.99	ip98-163-24-99.rn.hr.cox.net.
98.168.244.40	ip98-168-244-40.om.om.cox.net.
98.169.161.11	ip98-169-161-11.dc.dc.cox.net.
98.17.162.118	h118.162.17.98.dynamic.ip.windstream.net.
98.173.20.98	wsip-98-173-20-98.pn.at.cox.net.
98.174.161.209	wsip-98-174-161-209.ok.ok.cox.net.
98.175.165.84	wsip-98-175-165-84.dc.dc.cox.net.
98.18.195.49	h49.195.18.98.dynamic.ip.windstream.net.
98.188.199.5	wsip-98-188-199-5.ga.at.cox.net.
98.189.212.107	wsip-98-189-212-107.oc.oc.cox.net.
98.190.253.148	wsip-98-190-253-148.hr.hr.cox.net.
98.191.115.42	wsip-98-191-115-42.ph.ph.cox.net.
98.194.200.232	c-98-194-200-232.hsd1.tx.comcast.net.
98.195.15.236	c-98-195-15-236.hsd1.tx.comcast.net.
98.198.183.10	c-98-198-183-10.hsd1.tx.comcast.net.
98.199.230.236	c-98-199-230-236.hsd1.tx.comcast.net.
98.200.24.58	c-98-200-24-58.hsd1.tx.comcast.net.
98.207.52.140	c-98-207-52-140.hsd1.ca.comcast.net.
98.210.99.136	c-98-210-99-136.hsd1.ca.comcast.net.
98.211.29.26	c-98-211-29-26.hsd1.tn.comcast.net.
98.216.70.220	c-98-216-70-220.hsd1.ma.comcast.net.
98.218.180.126	c-98-218-180-126.hsd1.dc.comcast.net.
98.219.141.42	c-98-219-141-42.hsd1.pa.comcast.net.
98.22.59.20	h20.59.22.98.static.ip.windstream.net.
98.224.6.114	c-98-224-6-114.hsd1.ca.comcast.net.
98.225.2.5	c-98-225-2-5.hsd1.wa.comcast.net.
98.226.65.0	c-98-226-65-0.hsd1.il.comcast.net.
98.227.161.192	c-98-227-161-192.hsd1.il.comcast.net.
98.229.189.83	c-98-229-189-83.hsd1.ny.comcast.net.
98.23.108.24	h24.108.23.98.static.ip.windstream.net.
98.231.170.125	c-98-231-170-125.hsd1.va.comcast.net.
98.234.214.47	c-98-234-214-47.hsd1.ca.comcast.net.
98.240.135.215	c-98-240-135-215.hsd1.mn.comcast.net.
98.242.174.95	c-98-242-174-95.hsd1.fl.comcast.net.
98.248.138.1	c-98-248-138-1.hsd1.ca.comcast.net.
98.250.42.18	c-98-250-42-18.hsd1.mi.comcast.net.
98.252.43.200	c-98-252-43-200.hsd1.md.comcast.net.
98.254.152.102	c-98-254-152-102.hsd1.fl.comcast.net.
98.26.197.181	cpe-98-26-197-181.triad.res.rr.com.
98.28.192.111	cpe-98-28-192-111.cinci.res.rr.com.
98.84.221.224	adsl-98-84-221-224.gsp.bellsouth.net.
98.87.167.231	adsl-98-87-167-231.bna.bellsouth.net.
98.88.130.94	adsl-98-88-130-94.asm.bellsouth.net.
98.92.12.18	adsl-98-92-12-18.asm.bellsouth.net.
99.101.134.203	adsl-99-101-134-203.dsl.lsan03.sbcglobal.net.
99.104.20.180	adsl-99-104-20-180.dsl.hstntx.sbcglobal.net.
99.111.182.225	adsl-99-111-182-225.dsl.emhril.sbcglobal.net.
99.113.196.55	99-113-196-55.lightspeed.sndgca.sbcglobal.net.
99.114.228.193	99-114-228-193.lightspeed.wepbfl.sbcglobal.net.
99.117.68.184	99-117-68-184.lightspeed.livnmi.sbcglobal.net.
99.118.143.28	adsl-99-118-143-28.dsl.emhril.sbcglobal.net.
99.12.71.181	99-12-71-181.lightspeed.livnmi.sbcglobal.net.
99.124.133.64	adsl-99-124-133-64.dsl.ipltin.sbcglobal.net.
99.130.54.228	99-130-54-228.lightspeed.bcvloh.sbcglobal.net.
99.131.153.148	adsl-99-131-153-148.dsl.sfldmi.sbcglobal.net.
99.132.248.236	adsl-99-132-248-236.dsl.chcgil.sbcglobal.net.
99.138.32.81	99-138-32-81.lightspeed.hstntx.sbcglobal.net.
99.139.48.116	adsl-99-139-48-116.dsl.pltn13.sbcglobal.net.
99.152.157.0	99-152-157-0.lightspeed.dllstx.sbcglobal.net.
99.156.149.23	NA
99.160.133.27	adsl-99-160-133-27.dsl.pltn13.sbcglobal.net.
99.162.202.24	adsl-99-162-202-24.dsl.hstntx.sbcglobal.net.
99.173.129.83	99-173-129-83.lightspeed.rlghnc.sbcglobal.net.
99.191.223.204	adsl-99-191-223-204.dsl.irvnca.sbcglobal.net.
99.194.230.205	99-194-230-205.dyn.centurytel.net.
99.195.89.81	99-195-89-81.dyn.centurytel.net.
99.197.88.65	99-197-88-65.cust.wildblue.net.
99.199.110.28	d99-199-110-28.bchsia.telus.net.
99.20.212.102	99-20-212-102.lightspeed.ftwotx.sbcglobal.net.
99.225.224.102	CPE000f1f96b328-CM1859339f8e64.cpe.net.cable.rogers.com.
99.226.228.92	CPEbc4dfb263753-CMbc4dfb263750.cpe.net.cable.rogers.com.
99.227.107.23	CPE18593397ab02-CM18593397aaff.cpe.net.cable.rogers.com.
99.236.86.149	CPEbcc81014cecf-CMbcc81014cecc.cpe.net.cable.rogers.com.
99.237.143.79	CPEc8d7191dfccc-CM7cb21b156d41.cpe.net.cable.rogers.com.
99.238.158.137	CPE7cb21b1a4814-CM7cb21b1a4811.cpe.net.cable.rogers.com.
99.239.108.192	CPE788df74dbce1-CM788df74dbce0.cpe.net.cable.rogers.com.
99.242.168.254	CPE84948c379221-CM84948c379220.cpe.net.cable.rogers.com.
99.244.135.30	CPEc8fb267fa4a2-CMc8fb267fa49f.cpe.net.cable.rogers.com.
99.245.168.36	NA
99.246.178.16	CPE0c473d2c18b1-CM0c473d2c18b0.cpe.net.cable.rogers.com.
99.247.246.222	CPE788df74cf3d1-CM788df74cf3d0.cpe.net.cable.rogers.com.
99.248.136.146	CPE14dae9729b7e-CMbc4dfb2dbe60.cpe.net.cable.rogers.com.
99.25.136.4	adsl-99-25-136-4.dsl.irvnca.sbcglobal.net.
99.253.22.143	CPE602ad07ae5b1-CM602ad07ae5ae.cpe.net.cable.rogers.com.
99.28.166.113	adsl-99-28-166-113.dsl.pltn13.sbcglobal.net.
99.30.199.121	adsl-99-30-199-121.dsl.lsan03.sbcglobal.net.
99.32.220.219	adsl-99-32-220-219.dsl.bkfd14.sbcglobal.net.
99.35.164.198	99-35-164-198.lightspeed.dwgvil.sbcglobal.net.
99.36.106.178	99-36-106-178.lightspeed.rcsntx.sbcglobal.net.
99.40.107.57	adsl-99-40-107-57.dsl.sfldmi.sbcglobal.net.
99.41.10.206	adsl-99-41-10-206.dsl.hrlntx.sbcglobal.net.
99.43.88.121	99-43-88-121.lightspeed.sntcca.sbcglobal.net.
99.45.102.11	NA
99.47.48.234	99-47-48-234.lightspeed.snantx.sbcglobal.net.
99.50.193.103	99-50-193-103.lightspeed.irvnca.sbcglobal.net.
99.53.188.21	adsl-99-53-188-21.dsl.mtry01.sbcglobal.net.
99.58.79.11	adsl-99-58-79-11.dsl.pltn13.sbcglobal.net.
99.64.143.90	adsl-99-64-143-90.dsl.pltn13.sbcglobal.net.
99.66.60.130	adsl-99-66-60-130.dsl.aus2tx.sbcglobal.net.
99.67.234.219	99-67-234-219.lightspeed.austtx.sbcglobal.net.
99.70.223.89	adsl-99-70-223-89.dsl.lsan03.sbcglobal.net.
99.73.87.19	adsl-99-73-87-19.dsl.skt2ca.sbcglobal.net.
99.8.154.199	99-8-154-199.lightspeed.snjsca.sbcglobal.net.
99.89.108.107	99-89-108-107.lightspeed.cicril.sbcglobal.net.
99.96.17.83	adsl-99-96-17-83.dsl.pltn13.sbcglobal.net.
99.97.22.15	99-97-22-15.lightspeed.bkfdca.sbcglobal.net.
99.98.82.249	99-98-82-249.lightspeed.fyvlar.sbcglobal.net.
99.99.195.62	99-99-195-62.lightspeed.rcsntx.sbcglobal.net.
100.1.229.135	pool-100-1-229-135.nwrknj.fios.verizon.net.
100.2.1.40	pool-100-2-1-40.nycmny.fios.verizon.net.
100.3.10.202	static-100-3-10-202.tampfl.fios.verizon.net.
100.35.75.114	NA
100.37.240.7	static-100-37-240-7.nycmny.fios.verizon.net.
100.38.146.10	static-100-38-146-10.nycmny.fios.verizon.net.
100.40.76.167	pool-100-40-76-167.prvdri.fios.verizon.net.
100.42.30.34	rongless.net.
100.8.15.201	pool-100-8-15-201.nwrknj.fios.verizon.net.
100.9.143.36	pool-100-9-143-36.lsanca.fios.verizon.net.
101.1.145.228	opt-101-1-145-228.client.pikara.ne.jp.
101.102.36.147	ngn4-ppp1163.east.sannet.ne.jp.
101.108.106.240	node-l4g.pool-101-108.dynamic.totbb.net.
101.109.121.53	node-nxx.pool-101-109.dynamic.totbb.net.
101.111.74.86	h101-111-074-086.catv02.itscom.jp.
101.127.100.148	NA
101.128.221.93	93.221.128.101.dy.bbexcite.jp.
101.140.191.152	101-140-191-152f1.hyg1.eonet.ne.jp.
101.141.119.165	101-141-119-165f1.osk3.eonet.ne.jp.
101.142.43.224	101-142-43-224f1.hyg1.eonet.ne.jp.
101.143.12.10	101-143-12-10f1.shg1.eonet.ne.jp.
101.16.215.180	NA
101.161.49.246	NA
101.162.25.63	NA
101.164.201.47	NA
101.165.107.75	NA
101.166.218.200	NA
101.167.104.70	NA
101.17.167.185	NA
101.174.17.214	NA
101.175.159.184	NA
101.18.112.11	NA
101.184.80.183	NA
101.187.11.150	tra1470530.lnk.telstra.net.
101.19.161.117	NA
101.191.63.195	NA
101.20.121.198	NA
101.204.127.174	NA
101.21.148.8	NA
101.220.114.151	NA
101.224.127.116	NA
101.226.179.84	NA
101.227.253.119	NA
101.229.156.22	NA
101.23.42.190	NA
101.231.126.222	NA
101.235.117.23	NA
101.24.146.166	NA
101.250.108.67	NA
101.251.122.83	NA
101.254.180.65	NA
101.255.57.6	NA
101.26.111.79	NA
101.27.17.177	NA
101.28.169.197	NA
101.29.103.210	NA
101.30.10.9	NA
101.31.102.186	NA
101.36.72.2	NA
101.4.0.2	NA
101.50.17.1	NA
101.51.110.86	node-lsm.pool-101-51.dynamic.totbb.net.
101.53.4.238	ci53.4-238.netnam.vn.
101.55.60.170	NA
101.59.253.87	NA
101.6.52.182	NA
101.61.44.59	NA
101.63.182.137	NA
101.64.236.146	NA
101.65.134.113	NA
101.66.132.39	NA
101.68.208.46	NA
101.69.206.13	NA
101.70.75.249	NA
101.71.193.196	NA
101.72.5.69	NA
101.73.103.98	NA
101.78.11.243	NA
101.80.212.97	NA
101.81.101.244	NA
101.82.147.50	NA
101.83.163.60	NA
101.85.133.48	NA
101.89.179.49	NA
101.94.129.251	NA
101.95.102.126	NA
101.99.22.234	static.cmcti.vn.
103.10.170.30	ip-30-170.transtech.co.id.
103.11.49.212	103-11-49-212.myrepublic.com.sg.
103.12.20.90	server.royalsafarigarden.com. 90.20.12.103.in-addr.arpa
103.13.228.147	VPS_103_13_228_147.vpshispeed.com.
103.14.121.126	103.14.121.126-static-reverse.gooddomainregistry.com.
103.15.60.6	NA
103.16.126.150	NA
103.17.119.80	NA
103.18.156.10	static.sparkbroadband.com.
103.19.180.9	NA
103.20.144.68	NA
103.21.118.212	NA
103.22.182.139	NA
103.224.165.25	NA
103.225.168.142	NA
103.226.203.35	NA
103.227.73.46	NA
103.228.66.145	NA
103.230.123.181	NA
103.231.7.146	NA
103.232.129.198	NA
103.233.194.45	tc-194-45.bestidc.net.
103.234.101.113	NA
103.237.33.46	NA
103.238.214.79	ibm-post.flowws.com.
103.240.234.219	NA
103.241.47.175	NA
103.242.101.145	NA
103.243.102.18	NA
103.244.150.121	NA
103.245.106.32	NA
103.246.1.212	FAST-INTERNET-103-246-1-212.solnet.net.id.
103.247.13.34	Kledokan.terabit.net.id.
103.248.14.178	NA
103.249.240.18	NA
103.250.52.114	NA
103.251.219.158	NA
103.252.200.148	NA
103.253.113.133	NA
103.254.56.94	NA
103.26.115.178	NA
103.27.174.80	NA
103.28.148.14	NA
103.29.232.117	NA
103.30.161.233	NA
103.31.232.104	104-232.31.103.spesialhosting.info.
103.36.12.251	NA
103.37.201.5	NA
103.38.36.36	NA
103.39.108.151	NA
103.40.101.66	NA
103.41.119.45	NA
103.42.14.23	NA
103.43.151.130	NA
103.44.117.100	NA
103.47.144.11	NA
103.48.24.5	NA
103.5.7.137	NA
103.6.179.42	NA
103.7.229.9	NA
103.8.126.233	static-103-8-126-233.ctrls.in.
103.9.13.229	NA
104.1.192.164	104-1-192-164.lightspeed.frokca.sbcglobal.net.
104.128.144.130	probe1.probethenet.com.
104.130.124.127	NA
104.131.105.238	NA
104.139.51.81	cpe-104-139-51-81.carolina.res.rr.com.
104.143.15.74	NA
104.148.38.31	NA
104.149.17.166	unassigned.psychz.net.
104.151.22.219	219.22-151-104.rdns.scalabledns.com.
104.152.187.208	NA
104.153.122.65	NA
104.154.75.191	191.75.154.104.bc.googleusercontent.com.
104.155.11.161	161.11.155.104.bc.googleusercontent.com.
104.156.228.138	NA
104.162.172.212	cpe-104-162-172-212.nyc.res.rr.com.
104.167.100.196	river.bot.nu.
104.171.119.106	hosted-by-aheadcloud.com.
104.172.101.3	cpe-104-172-101-3.socal.res.rr.com.
104.173.29.84	cpe-104-173-29-84.socal.res.rr.com.
104.177.113.96	104-177-113-96.lightspeed.sndgca.sbcglobal.net.
104.178.222.156	104-178-222-156.lightspeed.irvnca.sbcglobal.net.
104.181.53.45	NA
104.182.228.125	104-182-228-125.lightspeed.irvnca.sbcglobal.net.
104.192.0.18	want.some.vodka.
104.193.10.80	NA
104.194.11.124	104-194-\$11.unassigned.userdns.com.
104.197.38.99	NA
104.200.78.14	NA
104.203.169.185	NA
104.204.224.57	dsl-user.acndigital.net.
104.207.136.101	NA
104.209.160.170	NA
104.217.154.54	NA
104.218.232.242	NA
104.219.234.66	NA
104.220.21.216	NA
104.221.229.14	NA
104.225.136.11	NA
104.230.59.175	cpe-104-230-59-175.neo.res.rr.com.
104.231.146.236	cpe-104-231-146-236.columbus.res.rr.com.
104.233.142.209	NA
104.236.101.208	NA
104.237.133.71	li809-71.members.linode.com.
104.238.116.140	ip-104-238-116-140.ip.secureserver.net.
104.243.133.245	NA
104.245.103.212	NA
104.247.203.226	NA
104.250.134.194	104-250-134-194.static.gorillaservers.com.
104.255.64.9	NA
104.3.138.2	104-3-138-2.lightspeed.stlsmo.sbcglobal.net.
104.34.73.239	cpe-104-34-73-239.socal.res.rr.com.
104.35.9.117	cpe-104-35-9-117.socal.res.rr.com.
104.36.225.48	NA
104.4.170.61	104-4-170-61.lightspeed.livnmi.sbcglobal.net.
104.42.64.27	NA
104.46.50.145	NA
104.49.173.35	104-49-173-35.lightspeed.irvnca.sbcglobal.net.
104.50.154.122	104-50-154-122.lightspeed.bcvloh.sbcglobal.net.
104.53.46.28	104-53-46-28.lightspeed.irvnca.sbcglobal.net.
104.58.55.201	104-58-55-201.lightspeed.iplsin.sbcglobal.net.
104.59.52.134	104-59-52-134.lightspeed.tulsok.sbcglobal.net.
104.60.236.114	104-60-236-114.lightspeed.frsnca.sbcglobal.net.
105.107.129.153	NA
105.109.132.155	NA
105.131.43.194	NA
105.132.6.162	NA
105.135.163.176	NA
105.136.223.74	NA
105.137.101.224	NA
105.152.2.39	NA
105.153.151.170	NA
105.154.68.90	NA
105.155.6.238	NA
105.156.78.193	NA
105.157.237.112	NA
105.163.135.190	NA
105.184.234.212	234-184-105-212.north.dsl.telkomsa.net.
105.186.75.231	75-186-105-231.north.dsl.telkomsa.net.
105.190.195.126	NA
105.200.27.92	host-105.200.27.92.etisalat.com.eg.
105.22.64.26	ae-2-29.customer-gw-syntell.er-01-cpt.za.seacomnet.com.
105.224.24.211	105-224-24-211.north.dsl.telkomsa.net.
105.225.143.201	143-225-105-201.north.dsl.telkomsa.net.
105.226.59.156	105-226-59-156.south.dsl.telkomsa.net.
105.227.7.111	7-227-105-111.north.dsl.telkomsa.net.
105.228.222.239	105-228-222-239.north.dsl.telkomsa.net.
105.229.131.19	NA
105.233.14.162	NA
105.235.42.17	host-105-235-42-17.afnet.net.
105.236.109.37	105-236-109-37.access.mtnbusiness.co.za.
105.237.193.154	105-237-193-154.access.mtnbusiness.co.za.
105.98.126.72	NA
106.1.148.199	NA
106.104.36.33	106-104-36-33.adsl.static.seed.net.tw.
106.105.192.41	106.105.192.41.adsl.dynamic.seed.net.tw.
106.109.246.196	NA
106.110.43.221	NA
106.111.113.138	NA
106.112.17.113	NA
106.113.169.110	NA
106.114.118.6	NA
106.115.172.76	NA
106.116.126.199	NA
106.117.247.68	NA
106.118.46.120	NA
106.119.192.89	NA
106.120.209.149	NA
106.125.202.119	NA
106.127.160.156	NA
106.137.115.104	KD106137115104.au-net.ne.jp.
106.142.104.194	KD106142104194.au-net.ne.jp.
106.146.28.174	KD106146028174.au-net.ne.jp.
106.150.233.3	KD106150233003.au-net.ne.jp.
106.155.143.235	KD106155143235.au-net.ne.jp.
106.156.28.51	KD106156028051.ppp-bb.dion.ne.jp.
106.157.72.176	KD106157072176.ppp-bb.dion.ne.jp.
106.158.233.211	KD106158233211.ppp-bb.dion.ne.jp.
106.159.107.215	KD106159107215.ppp-bb.dion.ne.jp.
106.160.28.161	KD106160028161.ppp-bb.dion.ne.jp.
106.165.43.65	KD106165043065.ppp-bb.dion.ne.jp.
106.167.1.133	KD106167001133.ppp-bb.dion.ne.jp.
106.168.155.213	KD106168155213.ppp-bb.dion.ne.jp.
106.17.31.139	NA
106.172.161.176	KD106172161176.ppp-bb.dion.ne.jp.
106.174.119.242	KD106174119242.ppp-bb.dion.ne.jp.
106.177.12.96	KD106177012096.ppp-bb.dion.ne.jp.
106.179.105.6	KD106179105006.au-net.ne.jp.
106.185.36.228	li745-228.members.linode.com.
106.186.114.190	li634-190.members.linode.com.
106.187.102.35	li497-35.members.linode.com.
106.188.104.122	e0109-106-188-104-122.uqwimax.jp.
106.193.34.179	NA
106.196.149.10	NA
106.198.57.132	NA
106.200.120.93	NA
106.202.224.68	NA
106.204.80.145	NA
106.206.133.78	NA
106.208.143.139	NA
106.209.139.54	NA
106.211.178.226	NA
106.212.32.125	NA
106.216.134.16	NA
106.217.42.189	NA
106.220.237.119	NA
106.221.142.59	NA
106.226.60.145	NA
106.240.144.118	NA
106.242.185.83	NA
106.243.0.51	NA
106.244.169.10	NA
106.245.236.228	NA
106.246.240.162	NA
106.247.7.135	NA
106.248.246.163	NA
106.249.170.66	NA
106.3.45.159	undefine.inidc.com.cn.
106.32.35.221	NA
106.35.170.183	NA
106.36.200.64	NA
106.37.230.7	NA
106.38.178.189	NA
106.39.103.130	NA
106.40.158.117	NA
106.41.175.240	NA
106.42.39.88	42.106.broad.ha.dynamic.163data.com.cn.
106.44.233.153	NA
106.45.36.171	NA
106.46.237.225	46.106.broad.ha.dynamic.163data.com.cn.
106.5.80.206	NA
106.51.127.83	51.127-broadband.acttv.in.
106.56.132.106	NA
106.59.244.115	NA
106.6.111.198	NA
106.66.22.183	NA
106.67.37.71	NA
106.69.47.104	106-69-47-104.dyn.iinet.net.au.
106.7.244.167	NA
106.71.24.231	NA
106.80.184.49	NA
106.81.231.63	NA
106.82.147.37	NA
106.83.189.37	NA
106.84.118.193	NA
106.85.216.155	NA
106.86.172.63	NA
106.87.195.110	NA
106.88.43.158	NA
106.9.159.73	NA
106.91.100.141	NA
106.92.175.166	NA
107.0.41.121	107-0-41-121-ip-static.hfc.comcastbusiness.net.
107.1.212.234	107-1-212-234-ip-static.hfc.comcastbusiness.net.
107.130.189.3	107-130-189-3.lightspeed.irvnca.sbcglobal.net.
107.132.50.73	107-132-50-73.lightspeed.frokca.sbcglobal.net.
107.140.220.18	107-140-220-18.lightspeed.rcsntx.sbcglobal.net.
107.144.255.0	107-144-255-0.res.bhn.net.
107.145.169.199	107-145-169-199.res.bhn.net.
107.146.48.246	107-146-48-246.biz.bhn.net.
107.150.35.219	NA
107.151.195.229	NA
107.152.139.132	NA
107.155.110.69	none222222222222222222.com.
107.158.235.82	NA
107.160.10.74	www.cloudiv.com.
107.167.176.237	237.176.167.107.bc.googleusercontent.com.
107.170.148.62	NA
107.172.23.100	107-172-23-100-host.colocrossing.com.
107.178.222.202	202.222.178.107.bc.googleusercontent.com.
107.179.37.67	NA
107.181.130.39	gilroy.gjnetsecurity.com.
107.182.141.135	135-141-182-107-static.reverse.queryfoundry.net.
107.183.142.183	183.142-183-107.rdns.scalabledns.com.
107.184.77.249	cpe-107-184-77-249.socal.res.rr.com.
107.188.137.165	107-188-137-165.slc.googlefiber.net.
107.189.34.7	NA
107.190.140.252	.
107.191.110.145	NA
107.195.65.137	107-195-65-137.lightspeed.irvnca.sbcglobal.net.
107.196.194.3	NA
107.198.115.53	107-198-115-53.lightspeed.miamfl.sbcglobal.net.
107.202.116.139	107-202-116-139.lightspeed.irvnca.sbcglobal.net.
107.203.162.22	107-203-162-22.lightspeed.tukrga.sbcglobal.net.
107.21.31.4	ec2-107-21-31-4.compute-1.amazonaws.com.
107.213.25.52	107-213-25-52.lightspeed.okcbok.sbcglobal.net.
107.214.180.31	107-214-180-31.lightspeed.jcsnms.sbcglobal.net.
107.218.125.71	107-218-125-71.lightspeed.rcsntx.sbcglobal.net.
107.219.236.159	107-219-236-159.lightspeed.clmasc.sbcglobal.net.
107.22.21.9	ec2-107-22-21-9.compute-1.amazonaws.com.
107.222.109.116	107-222-109-116.lightspeed.hstntx.sbcglobal.net.
107.223.113.235	107-223-113-235.lightspeed.sndgca.sbcglobal.net.
107.6.12.222	NA
107.7.74.60	NA
107.8.2.110	NA
107.9.152.97	cpe-107-9-152-97.neo.res.rr.com.
108.0.168.130	pool-108-0-168-130.lsanca.fios.verizon.net.
108.13.85.62	static-108-13-85-62.lsanca.dsl-w.verizon.net.
108.162.232.198	NA
108.163.252.150	node09.tmdvps.com.
108.165.33.20	108-165-33-20.acedatacenter.com.
108.166.89.30	rs1.junctionj.com.
108.167.25.60	cpe-108-167-25-60.neb.res.rr.com.
108.168.122.87	dhcp-108-168-122-87.cable.user.start.ca.
108.170.79.218	ool-6caa4fda.static.optonline.net.
108.171.244.139	gorogorszag.net.
108.174.48.18	108-174-48-18-host.colocrossing.com.
108.175.150.230	stats.info123.arvixevps.com.
108.176.64.8	rrcs-108-176-64-8.nys.biz.rr.com.
108.178.13.34	server.8thwondercdpool.com.
108.18.162.59	pool-108-18-162-59.washdc.east.verizon.net.
108.182.126.221	cpe-108-182-126-221.hvc.res.rr.com.
108.183.126.45	cpe-108-183-126-45.buffalo.res.rr.com.
108.185.213.41	cpe-108-185-213-41.socal.res.rr.com.
108.195.101.242	108-195-101-242.uvs.frsnca.sbcglobal.net.
108.199.88.184	108-199-88-184.lightspeed.miamfl.sbcglobal.net.
108.201.205.93	108-201-205-93.lightspeed.cicril.sbcglobal.net.
108.203.135.244	108-203-135-244.lightspeed.livnmi.sbcglobal.net.
108.207.123.3	108-207-123-3.uvs.frsnca.sbcglobal.net.
108.208.134.142	adsl-108-208-134-142.dsl.wotnoh.sbcglobal.net.
108.21.226.155	pool-108-21-226-155.nycmny.fios.verizon.net.
108.212.224.174	adsl-108-212-224-174.dsl.klmzmi.sbcglobal.net.
108.215.177.69	108-215-177-69.uvs.rcsntx.sbcglobal.net.
108.216.43.35	108-216-43-35.lightspeed.irvnca.sbcglobal.net.
108.218.106.110	108-218-106-110.lightspeed.sntcca.sbcglobal.net.
108.220.98.75	108-220-98-75.lightspeed.snantx.sbcglobal.net.
108.221.53.45	108-221-53-45.lightspeed.irvnca.sbcglobal.net.
108.224.82.188	108-224-82-188.lightspeed.mtryca.sbcglobal.net.
108.225.191.86	108-225-191-86.lightspeed.sntcca.sbcglobal.net.
108.226.73.11	108-226-73-11.lightspeed.hstntx.sbcglobal.net.
108.227.94.76	108-227-94-76.lightspeed.frsnca.sbcglobal.net.
108.229.25.10	NA
108.230.166.83	108-230-166-83.lightspeed.cicril.sbcglobal.net.
108.233.25.124	108-233-25-124.lightspeed.bkfdca.sbcglobal.net.
108.241.244.241	108-241-244-241.lightspeed.frokca.sbcglobal.net.
108.244.25.198	108-244-25-198.lightspeed.irvnca.sbcglobal.net.
108.250.80.198	adsl-108-250-80-198.dsl.wotnoh.sbcglobal.net.
108.251.240.104	108-251-240-104.lightspeed.cicril.sbcglobal.net.
108.252.4.1	108-252-4-1.lightspeed.austtx.sbcglobal.net.
108.27.234.82	static-108-27-234-82.nycmny.fios.verizon.net.
108.28.26.178	pool-108-28-26-178.washdc.fios.verizon.net.
108.29.222.13	pool-108-29-222-13.nycmny.fios.verizon.net.
108.30.197.195	pool-108-30-197-195.nycmny.fios.verizon.net.
